"","ID","Increased_Work_Hours","Work_From_Home","Hours_Worked_Per_Day","Meetings_Per_Day","Productivity_Change","Stress_Level","Health_Issue","Job_Security","Childcare_Responsibilities","Commuting_Changes","Technology_Adaptation","Salary_Changes","Team_Collaboration_Challenges","Sector","Affected_by_Covid"
"4599",4599,"augmentation","Oui",8.25,4.84,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Education","Oui"
"4600",4600,"Maintien ou une diminution","Oui",10.42,5.19,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","IT","Oui"
"4601",4601,"Maintien ou une diminution","Non",11.17,6.25,"Aucun changement","Medium","Non","Moindre sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Non","Education","Oui"
"4602",4602,"augmentation","Oui",8.17,2.84,"Aucun changement","Low","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","IT","Oui"
"4603",4603,"augmentation","Non",7.37,4.95,"Augmentation ou une diminution de la productivité","Low","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Retail","Oui"
"4604",4604,"augmentation","Oui",8.14,5.13,"Aucun changement","Medium","Oui","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Retail","Oui"
"4605",4605,"augmentation","Oui",7.82,3.54,"Aucun changement","High","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Retail","Oui"
"4606",4606,"augmentation","Oui",4.69,4.19,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Retail","Oui"
"4607",4607,"augmentation","Oui",11.11,3.58,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Non","Healthcare","Oui"
"4608",4608,"Maintien ou une diminution","Oui",8.5,7.17,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","Healthcare","Oui"
"4609",4609,"augmentation","Oui",5.68,4.16,"Aucun changement","High","Oui","Moindre sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Oui","IT","Oui"
"4610",4610,"augmentation","Oui",3.87,4.68,"Aucun changement","Medium","Non","Moindre sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Non","Healthcare","Oui"
"4611",4611,"augmentation","Oui",3.35,3.61,"Augmentation ou une diminution de la productivité","Medium","Oui","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Augmentation ou diminution","Non","Education","Oui"
"4612",4612,"Maintien ou une diminution","Oui",9.55,3.29,"Aucun changement","Low","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Education","Oui"
"4613",4613,"augmentation","Oui",6.77,2.05,"Aucun changement","High","Oui","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Healthcare","Oui"
"4614",4614,"Maintien ou une diminution","Oui",7.1,5.65,"Aucun changement","Medium","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Augmentation ou diminution","Non","Retail","Oui"
"4615",4615,"augmentation","Oui",8.98,5.16,"Aucun changement","High","Oui","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Retail","Oui"
"4616",4616,"augmentation","Oui",6.97,3.55,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Non","Retail","Oui"
"4617",4617,"augmentation","Oui",9.1,2.65,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Augmentation ou diminution","Oui","Education","Oui"
"4618",4618,"augmentation","Oui",8.2,4.27,"Aucun changement","High","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Augmentation ou diminution","Oui","Education","Oui"
"4619",4619,"augmentation","Oui",7.84,3.26,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","aucun changement ou diminution","changements","Oui","Augmentation ou diminution","Oui","IT","Oui"
"4620",4620,"augmentation","Oui",4.86,3.67,"Aucun changement","Low","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Augmentation ou diminution","Non","Retail","Oui"
"4621",4621,"augmentation","Oui",6.37,2.11,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Retail","Oui"
"4622",4622,"augmentation","Oui",9.21,4.33,"Aucun changement","High","Oui","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"4623",4623,"Maintien ou une diminution","Oui",6.64,4.36,"Augmentation ou une diminution de la productivité","High","Oui","Moindre sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","Retail","Oui"
"4624",4624,"augmentation","Oui",10.42,5.65,"Augmentation ou une diminution de la productivité","Medium","Oui","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","Retail","Oui"
"4625",4625,"augmentation","Oui",12.7,3.78,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Augmentation ou diminution","Non","Healthcare","Oui"
"4626",4626,"augmentation","Oui",9.32,3.5,"Augmentation ou une diminution de la productivité","Low","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","IT","Oui"
"4627",4627,"augmentation","Oui",10.99,1.67,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","Education","Oui"
"4628",4628,"augmentation","Oui",9.45,5.66,"Augmentation ou une diminution de la productivité","High","Oui","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"4629",4629,"Maintien ou une diminution","Oui",6.94,5.34,"Aucun changement","High","Oui","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"4630",4630,"augmentation","Non",8.41,4.05,"Aucun changement","High","Oui","Plus de sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","Retail","Oui"
"4631",4631,"Maintien ou une diminution","Oui",12.03,2.01,"Aucun changement","High","Oui","Moindre sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Oui","IT","Oui"
"4632",4632,"augmentation","Oui",6.96,2.18,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","IT","Oui"
"4633",4633,"augmentation","Non",5.93,3.18,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","IT","Oui"
"4634",4634,"augmentation","Oui",5.74,5.45,"Aucun changement","Medium","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"4635",4635,"Maintien ou une diminution","Oui",7.57,4.44,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"4636",4636,"augmentation","Non",6,1.76,"Aucun changement","High","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","Education","Oui"
"4637",4637,"augmentation","Oui",11.35,4.61,"Augmentation ou une diminution de la productivité","Medium","Oui","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"4638",4638,"augmentation","Oui",8.44,2.75,"Augmentation ou une diminution de la productivité","High","Non","Moindre sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"4639",4639,"augmentation","Oui",9.95,3.22,"Augmentation ou une diminution de la productivité","High","Oui","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Education","Oui"
"4640",4640,"augmentation","Oui",7.41,5.46,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","IT","Oui"
"4641",4641,"augmentation","Oui",5.72,5.15,"Augmentation ou une diminution de la productivité","Low","Non","Moindre sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Education","Oui"
"4642",4642,"augmentation","Oui",5.39,5.64,"Aucun changement","Low","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Non","IT","Oui"
"4643",4643,"augmentation","Oui",6.19,3.97,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Augmentation ou diminution","Oui","Healthcare","Oui"
"4644",4644,"Maintien ou une diminution","Oui",8.7,5.33,"Augmentation ou une diminution de la productivité","High","Oui","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Non","Education","Oui"
"4645",4645,"augmentation","Oui",9.04,3.13,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Healthcare","Oui"
"4646",4646,"augmentation","Oui",9.21,3.62,"Aucun changement","Low","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Retail","Oui"
"4647",4647,"augmentation","Oui",5.03,3.52,"Aucun changement","Medium","Oui","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"4648",4648,"Maintien ou une diminution","Oui",8,4.04,"Aucun changement","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Education","Oui"
"4649",4649,"augmentation","Oui",5.95,2.08,"Aucun changement","Medium","Oui","Plus de sécurité","augmentation responsabilités","changements","Oui","Augmentation ou diminution","Oui","Retail","Oui"
"4650",4650,"Maintien ou une diminution","Oui",8.81,3.67,"Augmentation ou une diminution de la productivité","High","Oui","Plus de sécurité","aucun changement ou diminution","changements","Oui","Augmentation ou diminution","Non","Retail","Oui"
"4651",4651,"Maintien ou une diminution","Oui",8.96,6.18,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","IT","Oui"
"4652",4652,"Maintien ou une diminution","Oui",5.66,2.37,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Augmentation ou diminution","Non","Healthcare","Oui"
"4653",4653,"augmentation","Oui",9.94,2.01,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Augmentation ou diminution","Non","Healthcare","Oui"
"4654",4654,"augmentation","Oui",12.68,2.13,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","Healthcare","Oui"
"4655",4655,"augmentation","Oui",9.67,8,"Aucun changement","Medium","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"4656",4656,"Maintien ou une diminution","Oui",7.68,4.7,"Aucun changement","High","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Oui","IT","Oui"
"4657",4657,"augmentation","Oui",7.37,3.6,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","aucun changement ou diminution","changements","Oui","Augmentation ou diminution","Oui","Retail","Oui"
"4658",4658,"augmentation","Oui",7.59,4.11,"Aucun changement","Medium","Non","Moindre sécurité","aucun changement ou diminution","changements","Oui","Augmentation ou diminution","Oui","Education","Oui"
"4659",4659,"Maintien ou une diminution","Oui",6.48,4.35,"Aucun changement","Medium","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Augmentation ou diminution","Oui","Healthcare","Oui"
"4660",4660,"augmentation","Oui",8.51,3.04,"Aucun changement","High","Non","Plus de sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","Education","Oui"
"4661",4661,"augmentation","Oui",5.73,3.23,"Aucun changement","Low","Non","Moindre sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","IT","Oui"
"4662",4662,"augmentation","Oui",4.23,3.77,"Aucun changement","Medium","Oui","Plus de sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","Retail","Oui"
"4663",4663,"augmentation","Oui",8.44,2.92,"Aucun changement","Low","Oui","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Oui","Retail","Oui"
"4664",4664,"augmentation","Oui",8.05,3.41,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Augmentation ou diminution","Oui","Education","Oui"
"4665",4665,"augmentation","Non",6.86,4.53,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Augmentation ou diminution","Non","Retail","Oui"
"4666",4666,"augmentation","Oui",5.44,2.51,"Aucun changement","Low","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Non","Education","Oui"
"4667",4667,"Maintien ou une diminution","Non",8.58,7.92,"Augmentation ou une diminution de la productivité","High","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Education","Oui"
"4668",4668,"augmentation","Oui",6.02,5.13,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","IT","Oui"
"4669",4669,"augmentation","Oui",7.73,2.1,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"4670",4670,"Maintien ou une diminution","Oui",11.53,0.29,"Aucun changement","Medium","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Non","Retail","Oui"
"4671",4671,"augmentation","Oui",9.31,2.97,"Aucun changement","Medium","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"4672",4672,"augmentation","Oui",5.27,5.03,"Augmentation ou une diminution de la productivité","Low","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Augmentation ou diminution","Oui","IT","Oui"
"4673",4673,"augmentation","Non",5.46,4.74,"Augmentation ou une diminution de la productivité","High","Oui","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"4674",4674,"Maintien ou une diminution","Oui",8.31,3.84,"Aucun changement","Medium","Non","Moindre sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Healthcare","Oui"
"4675",4675,"augmentation","Non",5.25,3.1,"Aucun changement","High","Non","Moindre sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Education","Oui"
"4676",4676,"augmentation","Non",4,2.65,"Augmentation ou une diminution de la productivité","Low","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Non","IT","Oui"
"4677",4677,"Maintien ou une diminution","Non",9.07,3.4,"Aucun changement","Medium","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"4678",4678,"augmentation","Oui",8.65,2.49,"Augmentation ou une diminution de la productivité","High","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Augmentation ou diminution","Non","Education","Oui"
"4679",4679,"augmentation","Oui",8.91,3.41,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"4680",4680,"augmentation","Oui",8.53,6,"Aucun changement","Low","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Augmentation ou diminution","Oui","IT","Oui"
"4681",4681,"Maintien ou une diminution","Oui",7.87,2.85,"Augmentation ou une diminution de la productivité","Low","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Augmentation ou diminution","Non","IT","Oui"
"4682",4682,"Maintien ou une diminution","Non",6.68,4.92,"Aucun changement","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"4683",4683,"augmentation","Oui",9.04,5.15,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"4684",4684,"Maintien ou une diminution","Non",11.06,2.39,"Aucun changement","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Education","Oui"
"4685",4685,"augmentation","Oui",7,2.74,"Aucun changement","Medium","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"4686",4686,"augmentation","Non",5.96,5.61,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Augmentation ou diminution","Oui","Retail","Oui"
"4687",4687,"Maintien ou une diminution","Oui",5.73,2.62,"Aucun changement","Medium","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","IT","Oui"
"4688",4688,"Maintien ou une diminution","Oui",6.27,3.92,"Augmentation ou une diminution de la productivité","Low","Oui","Moindre sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Non","Healthcare","Oui"
"4689",4689,"augmentation","Oui",8.41,7.06,"Aucun changement","Medium","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","IT","Oui"
"4690",4690,"augmentation","Oui",3.73,5.47,"Aucun changement","Medium","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"4691",4691,"augmentation","Oui",8.88,4.13,"Aucun changement","High","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Non","Healthcare","Oui"
"4692",4692,"augmentation","Non",9.29,5.27,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","IT","Oui"
"4693",4693,"augmentation","Oui",4.41,3.92,"Aucun changement","High","Non","Moindre sécurité","aucun changement ou diminution","changements","Non","Augmentation ou diminution","Oui","IT","Oui"
"4694",4694,"augmentation","Oui",6.05,5.53,"Augmentation ou une diminution de la productivité","High","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","IT","Oui"
"4695",4695,"augmentation","Non",8.16,0.94,"Aucun changement","Low","Oui","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Education","Oui"
"4696",4696,"augmentation","Oui",7.72,3.8,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"4697",4697,"augmentation","Non",9.04,0.88,"Augmentation ou une diminution de la productivité","Low","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","IT","Oui"
"4698",4698,"augmentation","Oui",7.72,4.25,"Aucun changement","Low","Non","Moindre sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Non","IT","Oui"
"4699",4699,"augmentation","Oui",10.53,3.65,"Aucun changement","High","Oui","Moindre sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"4700",4700,"augmentation","Oui",7.36,6.05,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","IT","Oui"
"4701",4701,"Maintien ou une diminution","Oui",6.04,5.07,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","Healthcare","Oui"
"4702",4702,"augmentation","Non",5.88,3.22,"Augmentation ou une diminution de la productivité","High","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Oui","Education","Oui"
"4703",4703,"augmentation","Oui",9.48,3.4,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Retail","Oui"
"4704",4704,"augmentation","Oui",8.06,4.58,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Retail","Oui"
"4705",4705,"augmentation","Oui",9.27,3.15,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Education","Oui"
"4706",4706,"augmentation","Oui",9.23,3.96,"Augmentation ou une diminution de la productivité","Low","Non","Moindre sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","Retail","Oui"
"4707",4707,"augmentation","Oui",3.97,5.98,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Augmentation ou diminution","Non","Healthcare","Oui"
"4708",4708,"Maintien ou une diminution","Oui",5.72,2.76,"Aucun changement","Medium","Non","Moindre sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"4709",4709,"Maintien ou une diminution","Oui",5.96,3.33,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Non","Education","Oui"
"4710",4710,"augmentation","Non",6.37,3.54,"Augmentation ou une diminution de la productivité","High","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","Education","Oui"
"4711",4711,"augmentation","Oui",7.16,8.74,"Aucun changement","Medium","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Oui","IT","Oui"
"4712",4712,"augmentation","Non",10,4.92,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Education","Oui"
"4713",4713,"Maintien ou une diminution","Oui",10.4,5.7,"Aucun changement","Medium","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Non","IT","Oui"
"4714",4714,"augmentation","Oui",7.42,5.16,"Augmentation ou une diminution de la productivité","Low","Non","Plus de sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Non","Education","Oui"
"4715",4715,"augmentation","Oui",7.5,5.26,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"4716",4716,"augmentation","Non",6.59,4.72,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","Healthcare","Oui"
"4717",4717,"augmentation","Oui",8.18,4.55,"Augmentation ou une diminution de la productivité","Low","Oui","Moindre sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"4718",4718,"augmentation","Oui",8.41,1.83,"Aucun changement","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Retail","Oui"
"4719",4719,"augmentation","Non",9.62,4.54,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"4720",4720,"Maintien ou une diminution","Oui",9.6,3.84,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Education","Oui"
"4721",4721,"augmentation","Oui",3.4,4.82,"Aucun changement","Medium","Non","Moindre sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Education","Oui"
"4722",4722,"Maintien ou une diminution","Non",7.7,3.9,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","IT","Oui"
"4723",4723,"Maintien ou une diminution","Oui",10.77,5.15,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Augmentation ou diminution","Oui","Education","Oui"
"4724",4724,"augmentation","Oui",7.13,5.41,"Aucun changement","Medium","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Non","Healthcare","Oui"
"4725",4725,"Maintien ou une diminution","Oui",10.28,0.37,"Aucun changement","High","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","Retail","Oui"
"4726",4726,"Maintien ou une diminution","Oui",7.39,3.35,"Augmentation ou une diminution de la productivité","Low","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Oui","Retail","Oui"
"4727",4727,"augmentation","Oui",8.35,1.22,"Augmentation ou une diminution de la productivité","Low","Oui","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Retail","Oui"
"4728",4728,"augmentation","Oui",5.73,4.36,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Education","Oui"
"4729",4729,"augmentation","Oui",5.81,3.55,"Aucun changement","Low","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","IT","Oui"
"4730",4730,"Maintien ou une diminution","Oui",9.46,6.04,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","IT","Oui"
"4731",4731,"Maintien ou une diminution","Oui",9.77,4.32,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Retail","Oui"
"4732",4732,"Maintien ou une diminution","Non",8.06,3.28,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"4733",4733,"augmentation","Non",5.55,5.41,"Augmentation ou une diminution de la productivité","Medium","Oui","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","Education","Oui"
"4734",4734,"augmentation","Oui",8.09,3.53,"Aucun changement","Medium","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"4735",4735,"augmentation","Oui",10.52,3.26,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Augmentation ou diminution","Oui","Healthcare","Oui"
"4736",4736,"Maintien ou une diminution","Non",11.49,4.6,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"4737",4737,"augmentation","Non",7.37,6.42,"Aucun changement","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","IT","Oui"
"4738",4738,"augmentation","Oui",4.69,5.29,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Non","IT","Oui"
"4739",4739,"Maintien ou une diminution","Oui",9.69,4.86,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Non","Education","Oui"
"4740",4740,"augmentation","Oui",7.45,8.13,"Aucun changement","High","Non","Moindre sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Education","Oui"
"4741",4741,"augmentation","Oui",9.89,2.91,"Augmentation ou une diminution de la productivité","Low","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"4742",4742,"Maintien ou une diminution","Oui",8.57,2.87,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","Healthcare","Oui"
"4743",4743,"Maintien ou une diminution","Oui",6.24,4.22,"Aucun changement","Medium","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Education","Oui"
